asv,domain,domain_conf,phylum,phylum_conf,class,class_conf,order,order_conf,family,family_conf,genus,genus_conf
13584433604b81645bc5d8649c9c2247,Bacteria,1,Tenericutes,1,Mollicutes,1,Anaeroplasmatales,1,Anaeroplasmataceae,1,Anaeroplasma,1
ae72ae151bfccafbbecfee05733e7af7,Bacteria,1,NA,0.58,NA,0.51,NA,0.16,NA,0.15,NA,0.15
5d0662e0c210f5c661a1a6890e24174d,Bacteria,1,Firmicutes,0.9,Clostridia,0.86,Clostridiales,0.86,NA,0.33,NA,0.33
b02b44a67f5733aed4e57bf6637d4e93,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,NA,0.28
e5e3c362060579afe3133c297f6734fb,Bacteria,1,Proteobacteria,0.92,Gammaproteobacteria,0.88,NA,0.25,NA,0.24,NA,0.23
4575c9622a7dcb72469325898715ef3c,Bacteria,1,NA,0.69,NA,0.69,NA,0.69,NA,0.69,NA,0.69
966177e54bb84f1b134a991788419740,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
90c95a1744e7d304fa081b3b34e65646,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.6
1342fae607df93d3364a9a0128664064,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.92,Bacteroidales,0.92,Prevotellaceae,0.83,NA,0.48
f338db26780b640a704e99952f90c1bc,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.94
25f822199c724361b7deaaba269bde3d,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
d9a97300bce273ab6cb3668b4cc43b4b,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.95
47a22ec3ade1bb838cab686cf2ba8860,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.89
ae505f28c199741370f1f4cb844e5aac,Bacteria,1,TM7,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1
7cf12b90c201ae0b6d4c131c24832b36,Bacteria,1,TM7,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1
ef3530751153217e5b795e732c2faaba,Bacteria,1,Synergistetes,1,Synergistia,1,Synergistales,1,Synergistaceae,1,Pyramidobacter,0.92
636bc005060b476d5535806f824b7bab,Bacteria,1,Proteobacteria,0.81,NA,0.74,NA,0.27,NA,0.25,NA,0.25
6365d540e2563fb9ab101d40b14fa2a5,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,NA,0.62
40385e79ef65159dabadd868e754c534,Bacteria,1,Firmicutes,0.9,Clostridia,0.9,Clostridiales,0.9,NA,0.49,NA,0.16
06031a93deb8a31b2a816e30ab2e4eaa,Bacteria,0.99,Verrucomicrobia,0.83,Subdivision5,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81
7f4933dd916dca960587071e36fd6d39,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Prevotella,0.82
316a453292cfec9587ebe7d0eccd7fd6,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Anaerovibrio,1
e3242ffb2aca397ec7638d126c5268c8,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
55a3971a9a67c1f46a95f06b527e37aa,Bacteria,1,Bacteroidetes,1,NA,0.24,NA,0.24,NA,0.24,NA,0.15
024975f0b4c79bfb02d844722b98d01a,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.99,Bacteroidales,0.99,Prevotellaceae,0.99,Prevotella,0.95
5884da3b31426324dfab027f4806c55a,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.95
b9c3c5135aa22b844644ac8f38029dad,Bacteria,1,Bacteroidetes,0.9,NA,0.61,NA,0.61,NA,0.27,NA,0.17
e5251edb461943ab228654901212e448,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.93,NA,0.52
4edc7995f86546294d9c5f99484bd7e3,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
62db4656a422da07597bffacfbd1c476,Bacteria,1,NA,0.74,NA,0.71,NA,0.71,NA,0.71,NA,0.71
381ffc1dce0496a792bd1a552174b451,Bacteria,1,Firmicutes,1,Negativicutes,0.99,Selenomonadales,0.99,Veillonellaceae,0.99,Megasphaera,0.98
415a112e7a5fd25c52e468d3fb18e9a0,Bacteria,0.99,NA,0.3,NA,0.3,NA,0.3,NA,0.29,NA,0.29
d7adb7225dce53128e20ef106a547c43,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.96,NA,0.49
6debe854853097ddd917afa9f47c0935,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
d09cf6e848f24d03aa24c5c830247c05,Bacteria,1,TM7,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1,TM7_genera_incertae_sedis,1
6dc37ef79cb678ee355b558cbbc8b076,Bacteria,0.93,NA,0.42,NA,0.22,NA,0.22,NA,0.21,NA,0.21
13b536311a58280b366f1b99e1575955,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Prevotellaceae,0.97,Prevotella,0.87
a98b800267284e36c50f2bb9779ace3f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.98
417e1184a1e4bcc0f58a9053a46692aa,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.93,NA,0.11
d721a1ffaba8db1cdacc640222bda35c,Bacteria,1,Firmicutes,0.84,NA,0.77,NA,0.76,NA,0.48,NA,0.43
f33b69fab86401b0afe65e3701f6863a,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.91,NA,0.37
0ebe48dadbb83b55d2684bf74df530be,Bacteria,1,Planctomycetes,1,Planctomycetacia,1,Planctomycetales,1,Planctomycetaceae,1,NA,0.42
87a1d87effd61fab52661bbd5086fede,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.98
741cab4a9a973f4386659429eb502790,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
66611d8419e96bc3a9fbc37e12f7b558,Bacteria,1,Tenericutes,1,Mollicutes,1,Anaeroplasmatales,1,Anaeroplasmataceae,1,Anaeroplasma,1
c12e7fc0b9bc455a4d34e18c7c1b7c5e,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
e1467ba976084209473bb5121ce05de3,Bacteria,1,Bacteroidetes,1,NA,0.57,NA,0.57,NA,0.25,NA,0.25
10274f9074cc82e67ca5200b298e07aa,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,NA,0.42
8ad518826a24181d0f5cc1b48ab1ed18,Bacteria,1,Spirochaetes,0.96,Spirochaetes,0.96,Spirochaetales,0.96,Spirochaetaceae,0.96,Treponema,0.94
975d5b9836e930a9020ab61e276e302e,Bacteria,1,Verrucomicrobia,0.8,NA,0.75,NA,0.75,NA,0.75,NA,0.75
cc46543e37257c215dd73607d447acfc,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Syntrophococcus,0.84
94800bcf1e469285366236e23e334cfc,Bacteria,1,Proteobacteria,0.82,NA,0.77,NA,0.49,NA,0.44,NA,0.42
bc9d2da67802af65751058fc9d13df2b,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Paraprevotella,0.99
279c4f88cfa06c349341f2b38d3e40f7,Bacteria,0.99,Proteobacteria,0.93,NA,0.42,NA,0.27,NA,0.27,NA,0.27
4cf639916cc562c6aa507ecdd2b30231,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,0.99,NA,0.61
97a0b03d6933b6c8a6bee239980b855f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
3ad96512936b503699e9a7e7af246537,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.89,Paraprevotella,0.85
91d9b57d51bed37efc706884e0ac3454,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.92
204800a982d2840e692fee323efa8982,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.27
4bc30c34df1cf9698af74255190e85a3,Bacteria,1,NA,0.49,NA,0.49,NA,0.38,NA,0.07,NA,0.05
b629db3bd8d4390f3944030e9a23064b,Bacteria,1,Firmicutes,0.82,NA,0.68,NA,0.63,NA,0.1,NA,0.09
38ede7d30722898bfd18ad94cf0bcd69,Bacteria,1,Bacteroidetes,0.93,NA,0.71,NA,0.71,NA,0.71,NA,0.25
2ef4de7b419b5e43fb23cc22c3ddf1ca,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.74
a97a456d2a9ea8e5aac8a5860df2e0dc,Bacteria,1,Bacteroidetes,0.99,NA,0.72,NA,0.72,NA,0.37,NA,0.36
70f0890f7f91991d9941d9ed2c410005,Bacteria,1,Firmicutes,0.97,NA,0.53,NA,0.53,NA,0.53,NA,0.35
32a8582c795279eff4ecce838bcf80aa,Bacteria,1,Firmicutes,0.88,Clostridia,0.81,Clostridiales,0.81,NA,0.73,NA,0.1
a99ff09687c862319894e55e1790f344,Bacteria,1,NA,0.79,NA,0.68,NA,0.6,NA,0.28,NA,0.28
26cb95dac399098e1ba958cae06fb119,Bacteria,1,NA,0.78,NA,0.78,NA,0.76,NA,0.59,NA,0.33
4d358950602fa1f5b77fed4bae075472,Bacteria,1,Bacteroidetes,0.99,NA,0.46,NA,0.46,NA,0.31,NA,0.2
0271ae0fd5e9736aa892df258f022ed8,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Anaerovibrio,1
f82e2823317c77be585bef87b6be9b3a,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Prevotellaceae,0.88,NA,0.67
3d4d353e8e6ec065a02735d51335de6b,Bacteria,1,Spirochaetes,0.99,Spirochaetes,0.99,Spirochaetales,0.99,Spirochaetaceae,0.99,Treponema,0.98
df094c6d20ffbcd5516f412ccefc2d51,Bacteria,1,Firmicutes,0.9,Clostridia,0.9,Clostridiales,0.9,Ruminococcaceae,0.81,NA,0.24
606c248876be889e2906110ea081a95e,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Porphyromonadaceae,0.99,NA,0.42
3df0abf00cdd2d10fed5bae83e44da0b,Bacteria,1,Firmicutes,0.96,Clostridia,0.95,Clostridiales,0.95,Ruminococcaceae,0.92,NA,0.55
f8616e11d6b461679a03d6a77fa0d648,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.98,NA,0.54
a562f657e8d2cb0f238bd879f764b62e,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.98,Prevotella,0.97
ee99ffa6ea223d976c7177d6db024de8,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Selenomonas,1
6d15b1395b342a434d0dd5813139d990,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.91
edbe389337b6803b784b2f4b3bc125f5,Bacteria,1,Spirochaetes,0.98,Spirochaetes,0.98,Spirochaetales,0.98,Spirochaetaceae,0.98,Treponema,0.96
302b9cfaa823e2e25a0c0c386e761234,Bacteria,1,Verrucomicrobia,1,Subdivision3,0.92,Subdivision3_genera_incertae_sedis,0.92,Subdivision3_genera_incertae_sedis,0.92,Subdivision3_genera_incertae_sedis,0.92
c034a8683d958d6859adcaec9e4ed009,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,0.98
7bd50d042686448c4c7bcbd8d4f117fa,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.98,NA,0.41
3edf1770101d8521a3f3668b8c1988e2,Bacteria,1,Bacteroidetes,1,NA,0.72,NA,0.72,NA,0.45,NA,0.28
0a350bdd01ef7e91567bdde1356685cc,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
4057a3dc427706a43e30256e27f75446,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,1
faf577bee2de61d2d2f4d82cd0f46ef3,Bacteria,1,Bacteroidetes,0.99,NA,0.46,NA,0.46,NA,0.29,NA,0.26
bbe88a789287675a1bd2f8cbf25a2104,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.92,NA,0.52
d62cbb1b7d0d28cf0e1b6fcde611098e,Bacteria,1,Bacteroidetes,1,NA,0.49,NA,0.49,NA,0.47,NA,0.05
e9fc7ebaafbe999e651efefda5f1c87f,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.9,NA,0.53
eb1dbb56d192ae9a3c2f6ae62a9bfa43,Bacteria,1,Tenericutes,0.91,Mollicutes,0.91,Anaeroplasmatales,0.91,Anaeroplasmataceae,0.91,Anaeroplasma,0.91
4c71ecb8d54267206e4ceb655f2e9897,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.23
42055fd10e7438a8ce1e0ed35177ea3a,Bacteria,1,Tenericutes,1,Mollicutes,1,Anaeroplasmatales,1,Anaeroplasmataceae,1,Anaeroplasma,1
bf9525b9f044516cbe39ffd9745eedc7,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
d58b4e305ea7430d369ddacf7c0a256f,Bacteria,1,Bacteroidetes,1,NA,0.66,NA,0.66,NA,0.41,NA,0.26
f97ddd334ab24daf4b4f8cdd4083c880,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
a5c8becbda1ec93cac2c344b83777d95,Bacteria,1,NA,0.76,NA,0.2,NA,0.2,NA,0.2,NA,0.18
779a815194bd80d4704fefbc23f061b5,Bacteria,1,NA,0.77,NA,0.76,NA,0.76,NA,0.76,NA,0.76
8b8d33df7143a84565ea140859b9e783,Bacteria,1,Verrucomicrobia,0.97,Subdivision5,0.96,Subdivision5_genera_incertae_sedis,0.96,Subdivision5_genera_incertae_sedis,0.96,Subdivision5_genera_incertae_sedis,0.96
79bf1c8e3cca47fa23d79d2ca7003922,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,NA,0.33
59eec2fefc192bdb9b4f8d4c3e45e4fe,Bacteria,1,Bacteroidetes,0.99,NA,0.5,NA,0.5,NA,0.32,NA,0.31
bd79295fd34633085364e3d87bb24fa7,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.98,NA,0.47
6640db8657c785db3760307f80e98581,Bacteria,1,Firmicutes,0.93,Clostridia,0.84,Clostridiales,0.84,NA,0.59,NA,0.25
ba068ec53c78a644066ddd364e612885,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.84,NA,0.49
74c7e92baf45f8b01e49ebd3230d518a,Bacteria,1,NA,0.79,NA,0.71,NA,0.71,NA,0.71,NA,0.71
66490fdaf2782a3a38f197ad57cb7fd3,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Erysipelotrichaceae_incertae_sedis,0.95
dd5afe3838c88ecb661d440ffd0b035f,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,1,Succiniclasticum,1
de638dbbe99ad0df3b3eab35ea696d3f,Bacteria,1,NA,0.77,NA,0.57,NA,0.53,NA,0.2,NA,0.06
43d4b0e6e19fb1d55c6da6166324740e,Bacteria,1,Verrucomicrobia,0.89,NA,0.52,NA,0.52,NA,0.52,NA,0.52
bdff7b8664142e21dfa33d3ada8670e4,Bacteria,1,Verrucomicrobia,0.84,Subdivision5,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81
64ed2811ddeb51cb94269fbf012d273f,Bacteria,1,Verrucomicrobia,0.81,NA,0.75,NA,0.75,NA,0.75,NA,0.75
4aff7a0778a9d450e119c4f1db47e04c,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Prevotella,0.99
5e635363acacc7466878ef446a01cdf9,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.88,NA,0.06
e1e468050d9be84b3552931563eb151b,Bacteria,0.99,NA,0.75,NA,0.74,NA,0.74,NA,0.74,NA,0.74
c3280197ac83c55e525abc7fb130b8c9,Bacteria,1,Bacteroidetes,0.93,NA,0.71,NA,0.71,NA,0.71,NA,0.3
2b9616ab91e38a18605f3abf78caa9e0,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
20220ac3ac41a2d8252ded6661dafd11,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.98,Prevotella,0.96
93f365a3516498649f0c5faa5c2f0488,Bacteria,1,Firmicutes,0.88,Clostridia,0.88,Clostridiales,0.88,NA,0.32,NA,0.21
c2de26fdc217bf4ab7adad7af2943556,Bacteria,0.99,NA,0.16,NA,0.16,NA,0.16,NA,0.14,NA,0.14
5499688b81b150d8d2af50f54d555be6,Bacteria,1,TM7,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98
85d3adadda4e3f651cacde0433794362,Bacteria,1,Proteobacteria,0.93,NA,0.73,NA,0.41,NA,0.4,NA,0.11
167558d919761770f8fbc840e3f9819a,Bacteria,1,Proteobacteria,0.87,Deltaproteobacteria,0.83,NA,0.39,NA,0.39,NA,0.12
9295f7aff739107ce8b3ca40b4e404e8,Bacteria,1,NA,0.79,NA,0.63,NA,0.59,NA,0.34,NA,0.1
b9326204369443324b16c1ca1a4b6e9c,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.9,NA,0.74
da89e89f7a5152de20c04e046928e83a,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.88,Bacteroidales,0.88,NA,0.22,NA,0.2
083c39a8de6248071fed03d0968fe2b2,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.92,Bacteroidales,0.92,NA,0.68,NA,0.49
db757b02e59688c1f82dc7fafa428b43,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,NA,0.69
e7965fa1ca7e3b83fb35afc9cc4a91b6,Bacteria,1,NA,0.54,NA,0.49,NA,0.15,NA,0.15,NA,0.15
a34b1072a447ce8470500483dac60248,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,NA,0.13
5b6663c4b6bccb9238b99723ee5da603,Bacteria,1,Spirochaetes,1,Spirochaetes,1,Spirochaetales,1,Spirochaetaceae,1,Treponema,1
164db493772194ee22e082e0ef393bd3,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,0.99
203d868b7d8474f2a5fdcb36d3b205e3,Bacteria,1,Bacteroidetes,0.98,NA,0.75,NA,0.75,NA,0.48,NA,0.19
537d497aef96b9412fd212dc1ec66172,Bacteria,1,Planctomycetes,1,Planctomycetacia,1,Planctomycetales,1,Planctomycetaceae,1,NA,0.48
41e8dfc99c4bf3104ca3621187fd0164,Bacteria,1,NA,0.33,NA,0.27,NA,0.27,NA,0.16,NA,0.16
be65612e39384b56bbc6b4ed0d928e48,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.16
2b966018bd6c7786a8fe129429eea237,Bacteria,1,NA,0.62,NA,0.62,NA,0.62,NA,0.62,NA,0.62
6f36af40ff8d5edf38be32b64e2ab323,Bacteria,1,NA,0.77,NA,0.55,NA,0.51,NA,0.16,NA,0.14
e65c374ea8885eb334a61ee68a65601a,Bacteria,1,Proteobacteria,0.97,Deltaproteobacteria,0.94,NA,0.79,NA,0.49,NA,0.18
b8780b077dc4bb41e4fb829fedd700cf,Bacteria,0.99,NA,0.76,NA,0.75,NA,0.75,NA,0.75,NA,0.75
0f05c0267ab5f14ef02f1b3d3eaa6120,Bacteria,1,NA,0.77,NA,0.62,NA,0.53,NA,0.02,NA,0.02
7e82bf6ce8716f245d5e3b16dec24f07,Bacteria,1,Bacteroidetes,1,NA,0.57,NA,0.57,NA,0.38,NA,0.26
7ed333e04a7902b20671478e66e69533,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
c9603da4f83de4d3d0dfed21517ebef8,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,NA,0.72
4ca6e00f3046abed0c7b3c5117634cfc,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.97,NA,0.5
b75d02efb72a4d57dd76876f0f2af4b9,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.96,NA,0.13
0674aeb61cc4f61e01bcc03ca081f013,Bacteria,1,Bacteroidetes,0.9,NA,0.68,NA,0.68,NA,0.68,NA,0.38
0ca2805093106827c6966d3a7c8bfac3,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,NA,0.32,NA,0.28
f06138f5b5b25604889be5744bc666bc,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,0.98,NA,0.55
37ccf8a5ffc02fd010ae62bcddf8417f,Bacteria,1,NA,0.78,NA,0.69,NA,0.69,NA,0.69,NA,0.69
088f0818194743511c093c5e9903c442,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,NA,0.61
929f97689bf4616c3d9a08498d9fc73b,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Selenomonas,0.83
72f64720584d6c1a57dd0162b5c92b84,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.9,Bacteroidales,0.9,NA,0.74,NA,0.18
b81527d72a88e1149292e43f6fb09d59,Bacteria,1,Firmicutes,0.84,NA,0.74,NA,0.73,NA,0.37,NA,0.33
be01fe9ce9b1d360842618a2b81c28ca,Bacteria,1,Bacteroidetes,0.93,NA,0.56,NA,0.56,NA,0.54,NA,0.19
85366c5aa1be35fba10dd3ffb514a102,Bacteria,1,Bacteroidetes,1,NA,0.27,NA,0.27,NA,0.23,NA,0.22
185aa3e4633970030444b7751941e52c,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,1
56afa7e1a6985b63699d9ee671dac83a,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Prevotellaceae,0.96,NA,0.51
b3eabfca158c79e19014676630c0ae4f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Prevotella,0.97
3e68e3dd6bc67421125457cc712a62e4,Bacteria,1,Firmicutes,0.96,Clostridia,0.96,Clostridiales,0.96,Ruminococcaceae,0.94,NA,0.32
a3bc5eded2134462978b420f459135cc,Bacteria,0.99,NA,0.37,NA,0.17,NA,0.1,NA,0.09,NA,0.07
5eec4f40fc9ecd1a69da0227059e8f78,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,1
bd55478bb78d71c04237a2735488d71e,Bacteria,1,Bacteroidetes,0.88,NA,0.64,NA,0.64,NA,0.64,NA,0.26
bcd0637733ee046c892eef816184cc34,Bacteria,1,Firmicutes,1,Negativicutes,0.99,Selenomonadales,0.99,Veillonellaceae,0.99,NA,0.5
a57288ee5150b420670b5715ace3a752,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.63
e99ee0913b4290a4a7075aba71e0ffaf,Bacteria,1,NA,0.14,NA,0.12,NA,0.12,NA,0.12,NA,0.08
a4c7c1ee898c88234a0d816a2503c944,Bacteria,1,Firmicutes,0.96,Clostridia,0.95,Clostridiales,0.95,NA,0.71,NA,0.71
26ca5473d88a9302b7c24c099f39ee18,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
ff236a51be1d7455dff224849071dda4,Bacteria,1,Firmicutes,0.82,NA,0.65,NA,0.61,NA,0.34,NA,0.15
56981a066316e6c88495fc0f5c08943d,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Pseudobutyrivibrio,0.87
3e653a0f2e53ccc13d79dba849609588,Bacteria,1,Firmicutes,0.98,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.9,NA,0.11
1a903e24507fe54ab1ab3a07f075c50b,Bacteria,1,Firmicutes,0.85,Clostridia,0.83,Clostridiales,0.83,NA,0.75,NA,0.23
83a603210e531d315ad634950fbb5911,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Porphyromonadaceae,0.98,NA,0.44
131c4abde6d086a3a85f8562821eff8c,Bacteria,1,Firmicutes,0.95,Clostridia,0.95,Clostridiales,0.95,Ruminococcaceae,0.9,NA,0.22
fcf1c6bde200efb3cff0aaef5b8a478d,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.93
090474ea58466369776ce9ee62e3e8bb,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Prevotellaceae,0.95,NA,0.76
ea6bb9fefb7a797ee459486d0040ba07,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,NA,0.66
59ce0337143c5bfefc0e1d9512f77be6,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Anaerovibrio,0.98
